iter	Logloss
781	0.2965441555
782	0.2962485321
783	0.2961871506
784	0.2961047772
785	0.2960870986
786	0.2960089633
787	0.29583927
788	0.2957277004
789	0.2956951926
790	0.2956133181
791	0.295505551
792	0.2953778731
793	0.2952908232
794	0.2950475395
795	0.2949659429
796	0.294953371
797	0.2948842128
798	0.2947999685
799	0.2946753696
800	0.2946744005
801	0.2945191648
802	0.2944754794
803	0.2944745302
804	0.2944070389
805	0.2940260862
806	0.2939149757
807	0.2937638228
808	0.2936655989
809	0.2936495226
810	0.2936341097
811	0.293484307
812	0.2933035002
813	0.2931675746
814	0.292994007
815	0.2929791139
816	0.2928186051
817	0.292609334
818	0.2926084344
819	0.2924026157
820	0.2923586232
821	0.2923199332
822	0.2921048536
823	0.2920803535
824	0.2920406199
825	0.2917978942
826	0.2915229942
827	0.2911933706
828	0.2911924866
829	0.2910978409
830	0.2910093608
831	0.2906820508
832	0.2904733587
833	0.2903675762
834	0.2902874826
835	0.2901137067
836	0.2899810961
837	0.289972046
838	0.2898631655
839	0.2897767745
840	0.2896261541
841	0.2895916755
842	0.2895618107
843	0.2894928851
844	0.289277219
845	0.2891196431
846	0.289030443
847	0.288875283
848	0.2888752576
849	0.2888039498
850	0.2887631288
851	0.2886380332
852	0.2884983541
853	0.288391646
854	0.288274138
855	0.2881960615
856	0.2881936416
857	0.288189881
858	0.2881301939
859	0.2880101777
860	0.2877086547
861	0.2876421286
862	0.2876131132
863	0.2874375194
864	0.287269789
865	0.2872505179
866	0.2871760129
867	0.2870491061
868	0.2869593763
869	0.2868695152
870	0.286716708
871	0.286704906
872	0.2865932487
873	0.2865138784
874	0.2864857772
875	0.2864543766
876	0.2862877567
877	0.2862273949
878	0.2861186145
879	0.2860021322
880	0.2859397061
881	0.2858230938
882	0.2857673284
883	0.285675515
884	0.2856279036
885	0.2855087097
886	0.2853955092
887	0.2852938388
888	0.2851072729
889	0.2849915442
890	0.2848435406
891	0.2848383396
892	0.2847622755
893	0.2847615715
894	0.2847024892
895	0.2845734707
896	0.2845601549
897	0.2844710563
898	0.2844487774
899	0.2844070834
900	0.2843224335
901	0.2842357764
902	0.284219775
903	0.2841510667
904	0.2841476951
905	0.2841243848
906	0.2840379209
907	0.283947105
908	0.2838475442
909	0.2837170235
910	0.2836418641
911	0.2836219242
912	0.2835012324
913	0.2831964878
914	0.2831739163
915	0.2831093296
916	0.2829742507
917	0.2829062054
918	0.2828029809
919	0.2827008731
920	0.2826610553
921	0.2825141004
922	0.2823072296
923	0.282259078
924	0.2822076605
925	0.2820853508
926	0.2820536898
927	0.2819717614
928	0.2818960329
929	0.2818423083
930	0.2817400939
931	0.2815982425
932	0.2814965772
933	0.2814092641
934	0.2813808597
935	0.2813278064
936	0.2812253091
937	0.2811753649
938	0.2809572276
939	0.2809251594
940	0.2809136435
941	0.280767312
942	0.28063606
943	0.2805618689
944	0.2805213269
945	0.2804812513
946	0.2804094669
947	0.2803780839
948	0.2803065072
949	0.2801788352
950	0.2799868161
951	0.2799313761
952	0.2797730914
953	0.2795637729
954	0.2794089615
955	0.2793383875
956	0.2792033958
957	0.2791942405
958	0.2791262714
959	0.2790529875
960	0.2789930993
961	0.2788147258
962	0.278687541
963	0.278635298
964	0.2786091313
965	0.2785778101
966	0.2785413342
967	0.278515481
968	0.278372433
969	0.2782721137
970	0.2780922059
971	0.2780670816
972	0.2779724812
973	0.2779394052
974	0.2778725403
975	0.2777752852
976	0.2776338445
977	0.2774605329
978	0.2772563334
979	0.2771683247
980	0.277127189
981	0.2770835368
982	0.2770098911
983	0.2769722428
984	0.276935475
985	0.2768813917
986	0.2767175894
987	0.2765952318
988	0.2765494448
989	0.2765133023
990	0.2761406362
991	0.276047533
992	0.2760273121
993	0.2758957017
994	0.2758427597
995	0.2758177315
996	0.2757950473
997	0.2757755609
998	0.2757496141
999	0.2756725704
