iter	Passed	Remaining
837	26396	5102
838	26421	5070
839	26465	5041
840	26497	5009
841	26529	4978
842	26556	4945
843	26588	4914
844	26637	4886
845	26664	4853
846	26693	4821
847	26729	4791
848	26744	4756
849	26773	4724
850	26794	4691
851	26827	4660
852	26856	4628
853	26887	4596
854	26916	4564
855	26952	4534
856	26987	4503
857	27008	4470
858	27053	4440
859	27081	4408
860	27106	4376
861	27144	4345
862	27171	4313
863	27202	4281
864	27237	4250
865	27264	4218
866	27295	4187
867	27326	4155
868	27357	4124
869	27386	4092
870	27412	4059
871	27451	4029
872	27480	3997
873	27520	3967
874	27565	3937
875	27595	3906
876	27624	3874
877	27649	3841
878	27677	3809
879	27704	3777
880	27752	3748
881	27800	3719
882	27829	3687
883	27868	3656
884	27897	3625
885	27933	3594
886	27960	3562
887	27996	3531
888	28024	3499
889	28054	3467
890	28082	3435
891	28123	3405
892	28168	3375
893	28185	3341
894	28213	3309
895	28246	3278
896	28271	3246
897	28300	3214
898	28322	3181
899	28353	3150
900	28383	3118
901	28413	3087
902	28439	3054
903	28466	3022
904	28488	2990
905	28513	2958
906	28538	2926
907	28566	2894
908	28592	2862
909	28616	2830
910	28643	2798
911	28670	2766
912	28698	2734
913	28727	2703
914	28773	2672
915	28812	2642
916	28843	2610
917	28876	2579
918	28908	2547
919	28948	2517
920	28976	2485
921	29011	2454
922	29059	2424
923	29084	2392
924	29117	2360
925	29163	2330
926	29197	2299
927	29225	2267
928	29258	2236
929	29286	2204
930	29317	2172
931	29346	2141
932	29398	2111
933	29432	2079
934	29462	2048
935	29488	2016
936	29525	1985
937	29555	1953
938	29601	1922
939	29631	1891
940	29674	1860
941	29708	1829
942	29736	1797
943	29774	1766
944	29798	1734
945	29824	1702
946	29859	1671
947	29895	1639
948	29954	1609
949	29986	1578
950	30014	1546
951	30044	1514
952	30070	1483
953	30106	1451
954	30140	1420
955	30168	1388
956	30198	1356
957	30233	1325
958	30259	1293
959	30286	1261
960	30312	1230
961	30342	1198
962	30384	1167
963	30418	1135
964	30477	1105
965	30506	1073
966	30542	1042
967	30570	1010
968	30597	978
969	30624	947
970	30654	915
971	30692	884
972	30721	852
973	30748	820
974	30774	789
975	30818	757
976	30847	726
977	30874	694
978	30902	662
979	30932	631
980	30957	599
981	30983	567
982	31009	536
983	31040	504
984	31067	473
985	31098	441
986	31124	409
987	31151	378
988	31178	346
989	31233	315
990	31265	283
991	31296	252
992	31338	220
993	31367	189
994	31393	157
995	31419	126
996	31459	94
997	31494	63
998	31525	31
999	31553	0
